Location,No. of Cases,Date,Latitude,Longtitude,Closest Location,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Chai Chee Drive (Blk 58),4,21/06/2019,1.3257797,103.9198822,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Chai Chee Lane,2,21/06/2019,1.3294496,103.9177884,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Chai Chee Road,1,21/06/2019,1.3245243,103.9230534,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Chai Chee Road (Blk 2),3,21/06/2019,1.3269352,103.9225106,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Chai Chee Road (Blk 19),3,21/06/2019,1.3275221,103.9222387,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Chai Chee Road (Blk 20),1,21/06/2019,1.3264680,103.9227142,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Chai Chee Road (Blk 21),4,21/06/2019,1.3258220,103.9222289,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Chai Chee Road (Blk 22),2,21/06/2019,1.3251835,103.9217855,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Chai Chee Road (Blk 24),1,21/06/2019,1.3248867,103.9225106,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Chai Chee Road (Blk 25),1,21/06/2019,1.3238010,103.9241597,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Chai Chee Road (Blk 27),3,21/06/2019,1.3242967,103.9234118,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Chai Chee Road (Blk 59),5,21/06/2019,1.3248997,103.9202448,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Chai Chee Road (Blk 61),9,21/06/2019,1.3251171,103.9206073,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Chai Chee Road (Blk 62),4,21/06/2019,1.3254793,103.9212417,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Chai Chee Road (Blk 63),9,21/06/2019,1.3261372,103.9213324,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Chai Chee Road (Blk 803),1,21/06/2019,1.3241751,103.9227090,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Chai Chee Road (Blk 804),1,21/06/2019,1.3245967,103.9220574,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Chai Chee Road (Blk 805),4,21/06/2019,1.3245266,103.9215136,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Chai Chee Road (Blk 808C),1,21/06/2019,1.3270006,103.9238701,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Chai Chee Street,1,21/06/2019,1.3284350,103.9226395,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Pasir Ris Drive 3 (Eastvale Condominium),9,21/06/2019,1.3744295,103.9535383,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 4 (Blk 460),2,21/06/2019,1.3711950,103.9591132,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 4 (Blk 478),1,21/06/2019,1.3747301,103.9587576,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 4 (Blk 480),2,21/06/2019,1.3748399,103.9592831,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 4 (Blk 481),1,21/06/2019,1.3741016,103.9587919,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 4 (Blk 485),1,21/06/2019,1.3743849,103.9608584,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 405),3,21/06/2019,1.3738094,103.9555963,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 406),1,21/06/2019,1.3738602,103.9553886,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 408),3,21/06/2019,1.3732354,103.9536018,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 409),3,21/06/2019,1.3729387,103.9542364,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 410),3,21/06/2019,1.3729590,103.9538965,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 411),7,21/06/2019,1.3725538,103.9543044,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 412),5,21/06/2019,1.3734465,103.9550523,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 413),4,21/06/2019,1.3728579,103.9555056,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 414),1,21/06/2019,1.3722523,103.9563124,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 415),3,21/06/2019,1.3718465,103.9562535,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 416),11,21/06/2019,1.3716851,103.9556869,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 417),3,21/06/2019,1.3719791,103.9555056,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 419),1,21/06/2019,1.3714713,103.9546897,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 420),4,21/06/2019,1.3716194,103.9544177,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 421),4,21/06/2019,1.3711051,103.9546897,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 423),3,21/06/2019,1.3699334,103.9546897,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 427),1,21/06/2019,1.3703105,103.9559362,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 428),1,21/06/2019,1.3694510,103.9564870,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 451),1,21/06/2019,1.3715240,103.9581347,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 454),2,21/06/2019,1.3720372,103.9580440,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 467),5,21/06/2019,1.3735463,103.9567295,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 468),8,21/06/2019,1.3739096,103.9567346,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 469),4,21/06/2019,1.3735613,103.9574548,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 470),4,21/06/2019,1.3738156,103.9574212,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 472),2,21/06/2019,1.3741653,103.9573188,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 473),3,21/06/2019,1.3745315,103.9573188,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 474),3,21/06/2019,1.3752661,103.9569561,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 476),1,21/06/2019,1.3752438,103.9582605,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Drive 6 (Blk 476A),1,21/06/2019,1.3750832,103.9577406,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Pasir Ris Street 41 (Blk 466),2,21/06/2019,1.3734628,103.9584520,Pasir Ris (Central),1,0.8,0.8,0.8,—,—,—,—,—
Aljunied Road,5,21/06/2019,1.3223031,103.8814376,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Geylang Road,12,21/06/2019,1.3200544,103.8917746,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Guillemard Road,7,21/06/2019,1.3112603,103.8856910,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Jalan Molek,4,21/06/2019,1.3115211,103.8833665,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Jalan Suka,7,21/06/2019,1.3122073,103.8833391,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Lorong 23 Geylang,1,21/06/2019,1.3151388,103.8813018,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Lorong 24 Geylang,7,21/06/2019,1.3122073,103.8833391,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Lorong 24A Geylang,1,21/06/2019,1.3121430,103.8840403,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Lorong 25 Geylang,1,21/06/2019,1.3144854,103.8824746,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Lorong 25A Geylang,2,21/06/2019,1.3151740,103.8830873,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Lorong 26 Geylang,10,21/06/2019,1.3121097,103.8848676,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Lorong 27 Geylang,1,21/06/2019,1.3149187,103.8837220,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Lorong 27A Geylang,3,21/06/2019,1.3149892,103.8848435,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Lorong 28 Geylang,8,21/06/2019,1.3121200,103.8855967,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Lorong 29 Geylang,3,21/06/2019,1.3141795,103.8856631,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Lorong 30 Geylang,4,21/06/2019,1.3127090,103.8863383,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Lorong 31 Geylang,7,21/06/2019,1.3150221,103.8868858,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Lorong 32 Geylang,7,21/06/2019,1.3119278,103.8870177,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Lorong 33 Geylang,8,21/06/2019,1.3152493,103.8877557,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Lorong 34 Geylang,5,21/06/2019,1.3131745,103.8878343,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Lorong 35 Geylang,3,21/06/2019,1.3153115,103.8884972,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Lorong 36 Geylang,1,21/06/2019,1.3132908,103.8884224,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Sims Avenue,2,21/06/2019,1.3160559,103.8878110,Marine Parade,2.4,1.8,1.8,1.8,—,—,—,—,—
Changi Road,2,21/06/2019,1.3182725,103.9085841,Tanjong Katong,0.4,0.4,0.4,0.4,—,—,—,—,—
Joo Chiat Avenue,14,21/06/2019,1.3099091,103.9020269,Tanjong Katong,0.4,0.4,0.4,0.4,—,—,—,—,—
oo Chiat Place,15,21/06/2019,1.3099091,103.9020269,Tanjong Katong,0.4,0.4,0.4,0.4,—,—,—,—,—
Joo Chiat Walk,14,21/06/2019,1.3151917,103.9132731,Tanjong Katong,0.4,0.4,0.4,0.4,—,—,—,—,—
Lorong 100 Changi,1,21/06/2019,1.3509403,103.8619504,Toa Payoh,0,0,0,0,—,—,—,—,—
orong G Telok Kurau,16,21/06/2019,1.3171163,103.9101586,Tanjong Katong,0.4,0.4,0.4,0.4,—,—,—,—,—
orong H Telok Kurau,12,21/06/2019,1.3162713,103.9107491,Tanjong Katong,0.4,0.4,0.4,0.4,—,—,—,—,—
Lorong J Telok Kurau,7,21/06/2019,1.3140655,103.9109188,Tanjong Katong,0.4,0.4,0.4,0.4,—,—,—,—,—
orong K Telok Kurau,3,21/06/2019,1.3130423,103.9116196,Tanjong Katong,0.4,0.4,0.4,0.4,—,—,—,—,—
orong L Telok Kurau,1,21/06/2019,1.3119655,103.9118591,Tanjong Katong,0.4,0.4,0.4,0.4,—,—,—,—,—
Telok Kurau Road,3,21/06/2019,1.3122916,103.9108615,Tanjong Katong,0.4,0.4,0.4,0.4,—,—,—,—,—
Jalan Ismail,4,21/06/2019,1.3230526,103.9069745,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Jalan Kechot,8,21/06/2019,1.3219490,103.9068222,Tanjong Katong,0.4,0.4,0.4,0.4,—,—,—,—,—
Jalan Rahmat,2,21/06/2019,1.3213771,103.9082299,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Jalan Yasin,11,21/06/2019,1.3209188,103.9062743,Tanjong Katong,0.4,0.4,0.4,0.4,—,—,—,—,—
Lengkok Tiga (Blk 111),2,21/06/2019,1.3241496,103.9111766,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Lengkok Tiga (Blk 114),1,21/06/2019,1.3231895,103.9122693,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Lorong Marican,5,21/06/2019,1.3221269,103.9083895,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Lorong Marzuki,18,21/06/2019,1.3224195,103.9089218,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
orong Melayu,8,21/06/2019,1.3221730,103.9101531,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Lorong Mydin,3,21/06/2019,1.3212356,103.9112680,Chai Chee,2.6,2,2.6,2.6,—,—,—,—,—
Lorong Sarina,9,21/06/2019,1.3196698,103.9077417,Tanjong Katong,0.4,0.4,0.4,0.4,—,—,—,—,—
Lorong Sarina (Casa Sarina),3,21/06/2019,1.3204857,103.9070928,Tanjong Katong,0.4,0.4,0.4,0.4,—,—,—,—,—
Woodlands Avenue 4 (Blk 610),2,21/06/2019,1.4353872,103.7963374,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Avenue 4 (Blk 612),3,21/06/2019,1.4351094,103.7967676,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Avenue 4 (Blk 613),1,21/06/2019,1.4344477,103.7969487,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Avenue 4 (Blk 614),2,21/06/2019,1.4345062,103.7963827,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Avenue 4 (Blk 615),1,21/06/2019,1.4340813,103.7968581,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Drive 42 (Blk 601),2,21/06/2019,1.4387069,103.7965865,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Drive 42 (Blk 602),2,21/06/2019,1.4381948,103.7963148,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Drive 42 (Blk 604),2,21/06/2019,1.4371487,103.7963374,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Drive 50 (Blk 895A),1,21/06/2019,1.4360241,103.7912441,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Drive 50 (Blk 896A),1,21/06/2019,1.4364539,103.7929645,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Drive 50 (Blk 896C),3,21/06/2019,1.4370405,103.7930550,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Drive 50 (Blk 897A),3,21/06/2019,1.4365587,103.7938247,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Drive 50 (Blk 898A),3,21/06/2019,1.4353429,103.7945943,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Drive 50 (Blk 898B),1,21/06/2019,1.4349362,103.7950924,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Drive 50 (Blk 899A),1,21/06/2019,1.4357805,103.7950471,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Drive 50 (Blk 899B),3,21/06/2019,1.4361452,103.7954093,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Drive 50 (Blk 899C),4,21/06/2019,1.4365117,103.7954998,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Ring Road (Blk 606),1,21/06/2019,1.4367042,103.7970166,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Ring Road (Blk 607),3,21/06/2019,1.4366529,103.7964053,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Ring Road (Blk 609),1,21/06/2019,1.4359388,103.7961563,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Ring Road (Blk 611),3,21/06/2019,1.4354763,103.7967676,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Ring Road (Blk 652),1,21/06/2019,1.4378811,103.7995747,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Ring Road (Blk 653),2,21/06/2019,1.4379596,103.7987597,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Ring Road (Blk 655),1,21/06/2019,1.4375948,103.7983975,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Ring Road (Blk 656),2,21/06/2019,1.4370026,103.7992125,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Ring Road (Blk 658),1,21/06/2019,1.4362675,103.7993936,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Ring Road (Blk 665),3,21/06/2019,1.4380396,103.7976731,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Ring Road (Blk 667),1,21/06/2019,1.4386252,103.7979447,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Ring Road (Blk 668),1,21/06/2019,1.4389894,103.7983975,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Woodlands Ring Road (Blk 669),6,21/06/2019,1.4383288,103.7983975,Admiralty,0.2,0.2,0.2,0.2,27.9,32.6,25.1,6.8,19.1
Choa Chu ang Avenue 2 (Blk 272),1,21/06/2019,1.3788044,103.7430815,Choa Chu Kang (Central),0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu ang Avenue 2 (Blk 287),1,21/06/2019,1.3793266,103.7415428,Choa Chu Kang (Central),0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu ang Avenue 2 (Blk 295),4,21/06/2019,1.3782547,103.7409943,Choa Chu Kang (Central),0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu ang Avenue 2 (Blk 297A),1,21/06/2019,1.3771787,103.7425430,Choa Chu Kang (Central),0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu ang Avenue 2 (Blk 297C),2,21/06/2019,1.3777775,103.7431720,Choa Chu Kang (Central),0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu ang Avenue 3 (Blk 285),1,21/06/2019,1.3800674,103.7417874,Choa Chu Kang (Central),0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu ang Avenue 3 (Blk 286),2,21/06/2019,1.3800582,103.7418143,Choa Chu Kang (Central),0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu ang Avenue 3 (Blk 401),3,21/06/2019,1.3796490,103.7397099,Choa Chu Kang (Central),0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu ang Avenue 3 (Blk 406),3,21/06/2019,1.3804327,103.7404566,Choa Chu Kang (Central),0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu ang Avenue 3 (Blk 408),2,21/06/2019,1.3804311,103.7407281,Choa Chu Kang (Central),0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu ang Avenue 3 (Blk 409),5,21/06/2019,1.3811320,103.7418680,Choa Chu Kang (Central),0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu ang Avenue 3 (Blk 411),5,21/06/2019,1.3810160,103.7409997,Choa Chu Kang (Central),0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu ang Avenue 3 (Blk 413),3,21/06/2019,1.3813730,103.7426289,Choa Chu Kang (Central),0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu ang Avenue 4 (Blk 414),2,21/06/2019,1.3821816,103.7422669,Choa Chu Kang (Central),0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu ang Avenue 4 (Blk 415),1,21/06/2019,1.3827671,103.7424479,Choa Chu Kang (South),0,0,0,0,28,32.7,25.1,5,26.3
Choa Chu ang Avenue 4 (Blk 416),1,21/06/2019,1.3832841,103.7418143,Choa Chu Kang (South),0,0,0,0,28,32.7,25.1,5,26.3
Choa Chu ang Avenue 4 (Blk 417),5,21/06/2019,1.3830773,103.7414722,Choa Chu Kang (South),0,0,0,0,28,32.7,25.1,5,26.3
Choa Chu ang Avenue 4 (Blk 420),3,21/06/2019,1.3813805,103.7413617,Choa Chu Kang (Central),0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu ang Avenue 4 (Blk 421),3,21/06/2019,1.3817508,103.7407281,Choa Chu Kang (Central),0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu ang Avenue 4 (Blk 422),1,21/06/2019,1.3823357,103.7409997,Choa Chu Kang (Central),0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu ang Avenue 4 (Blk 423),3,21/06/2019,1.3820462,103.7403661,Choa Chu Kang (Central),0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu ang Avenue 4 (Blk 424),2,21/06/2019,1.3814602,103.7402756,Choa Chu Kang (Central),0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu ang Avenue 4 (Blk 425),3,21/06/2019,1.3811902,103.7394383,Choa Chu Kang (Central),0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu ang Avenue 4 (Blk 428),1,21/06/2019,1.3812419,103.7400040,Choa Chu Kang (Central),0.2,0.2,0.2,0.2,—,—,—,—,—
Choa Chu Kang Central (Blk 355),1,21/06/2019,1.3830339,103.7438283,Choa Chu Kang (South),0,0,0,0,28,32.7,25.1,5,26.3
Choa Chu ang Avenue 4 (Blk 307),2,21/06/2019,1.3853509,103.7425610,Choa Chu Kang (South),0,0,0,0,28,32.7,25.1,5,26.3
Choa Chu ang Avenue 4 (Blk 432),1,21/06/2019,1.3846223,103.7417917,Choa Chu Kang (South),0,0,0,0,28,32.7,25.1,5,26.3
Choa Chu ang Avenue 4 (Blk 435),3,21/06/2019,1.3851398,103.7410676,Choa Chu Kang (South),0,0,0,0,28,32.7,25.1,5,26.3
Choa Chu Kang Loop (Northvale),30,21/06/2019,1.3875402,103.7452000,Choa Chu Kang (South),0,0,0,0,28,32.7,25.1,5,26.3
Choa Chu Kang Loop (The Warren),20,21/06/2019,1.3862925,103.7434858,Choa Chu Kang (South),0,0,0,0,28,32.7,25.1,5,26.3
Bedok Road,1,21/06/2019,1.3264714,103.9512968,Simei,2,1.6,2,2,—,—,—,—,—
Chempaka Kuning Link (The Springfield),15,21/06/2019,1.3323720,103.9496102,Simei,2,1.6,2,2,—,—,—,—,—
Jalan Chempaka Kuning,1,21/06/2019,1.3310976,103.9495789,Simei,2,1.6,2,2,—,—,—,—,—
Jalan Chempaka Puteh,1,21/06/2019,1.3298400,103.9497106,Simei,2,1.6,2,2,—,—,—,—,—
Upper Changi Road (Palm Woods),3,21/06/2019,1.3324658,103.9473764,Simei,2,1.6,2,2,—,—,—,—,—
Upper Changi Road East (Summer Gardens),32,21/06/2019,1.3301733,103.9510694,Simei,2,1.6,2,2,—,—,—,—,—
Desker Road,2,21/06/2019,1.3089271,103.8553452,Nicoll Highway,0,0,0,0,—,—,—,—,—
Jalan Berseh (Blk 25),1,21/06/2019,1.3062864,103.8581069,Nicoll Highway,0,0,0,0,—,—,—,—,—
Kelantan Lane,2,21/06/2019,1.3068019,103.8569815,Nicoll Highway,0,0,0,0,—,—,—,—,—
Kelantan Road (Blk 30),1,21/06/2019,1.3056284,103.8567113,Nicoll Highway,0,0,0,0,—,—,—,—,—
Klang Lane (Blk 671B),1,21/06/2019,1.3092930,103.8525900,Dhoby Ghaut,0,0,0,0,—,—,—,—,—
Klang Lane (Blk 672A),2,21/06/2019,1.3085134,103.8524905,Dhoby Ghaut,0,0,0,0,—,—,—,—,—
Norris Road,1,21/06/2019,1.3079755,103.8539017,Dhoby Ghaut,0,0,0,0,—,—,—,—,—
Rowell Rd,4,21/06/2019,1.3084832,103.8550364,Nicoll Highway,0,0,0,0,—,—,—,—,—
Rowell Road (Blk 639),4,21/06/2019,1.3077866,103.8551865,Nicoll Highway,0,0,0,0,—,—,—,—,—
Rowell Road (Blk 640),2,21/06/2019,1.3077589,103.8547424,Nicoll Highway,0,0,0,0,—,—,—,—,—
Rowell Road (Blk 641),8,21/06/2019,1.3083007,103.8550777,Nicoll Highway,0,0,0,0,—,—,—,—,—
Rowell Road (Blk 642),1,21/06/2019,1.3075420,103.8564730,Nicoll Highway,0,0,0,0,—,—,—,—,—
Syed Alwi Road,1,21/06/2019,1.3082082,103.8571460,Nicoll Highway,0,0,0,0,—,—,—,—,—
Veerasamy Road (Blk 632),1,21/06/2019,1.3061145,103.8544780,Dhoby Ghaut,0,0,0,0,—,—,—,—,—
Veerasamy Road (Blk 633),3,21/06/2019,1.3058366,103.8549056,Nicoll Highway,0,0,0,0,—,—,—,—,—
Veerasamy Road (Blk 634),6,21/06/2019,1.3061584,103.8551760,Nicoll Highway,0,0,0,0,—,—,—,—,—
Veerasamy Road (Blk 635),8,21/06/2019,1.3067255,103.8552195,Nicoll Highway,0,0,0,0,—,—,—,—,—
Veerasamy Road (Blk 636),2,21/06/2019,1.3063859,103.8554153,Nicoll Highway,0,0,0,0,—,—,—,—,—
Veerasamy Road (Blk 637),1,21/06/2019,1.3069042,103.8557291,Nicoll Highway,0,0,0,0,—,—,—,—,—
Bishan Street 22 (Blk 240),1,21/06/2019,1.3609850,103.8451304,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
Bishan Street 22 (Blk 243),1,21/06/2019,1.3610015,103.8446233,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
Bishan Street 22 (Blk 246),1,21/06/2019,1.3607032,103.8432282,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
Bishan Street 22 (Blk 247),2,21/06/2019,1.3609967,103.8431376,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
Bishan Street 22 (Blk 248),1,21/06/2019,1.3615089,103.8432282,Ang Mo Kio,0.2,0.2,0.2,0.2,28.2,32.8,25.5,10.4,30.6
