Location,No. of Cases,Date
Lorong 16 Geylang,2,17/05/2019
Lorong 19 Geylang,1,17/05/2019
Lorong 20 Geylang,9,17/05/2019
Lorong 20 Geylang (#1 Suites),2,17/05/2019
Lor 20 Geylang (Treasures@G20),1,17/05/2019
Lorong 22 Geylang,7,17/05/2019
Lorong 23 Geylang,4,17/05/2019
Westerhout Road,5,17/05/2019
Jalan Chengam,4,17/05/2019
Jalan Gelenggang,1,17/05/2019
Jalan Kuras,2,17/05/2019
Jalan Leban,2,17/05/2019
Jalan Tarum,10,17/05/2019
Sembawang Hills Drive,1,17/05/2019
Saint Nicholas View,4,17/05/2019
Thomson Walk,2,17/05/2019
Woodlands Avenue 4 (Blk 844),4,17/05/2019
Woodlands Street 82 (Blk 817),1,17/05/2019
Woodlands Street 82 (Blk 839),1,17/05/2019
Woodlands Street 82 (Blk 842),1,17/05/2019
Woodlands Street 82 (Blk 847),1,17/05/2019
Woodlands Street 82 (Blk 850),2,17/05/2019
Woodlands Street 83 (Blk 832),1,17/05/2019
Woodlands Street 83 (Blk 833),1,17/05/2019
Woodlands Street 83 (Blk 834),7,17/05/2019
Woodlands Street 83 (Blk 835),4,17/05/2019
Woodlands Street 83 (Blk 854),1,17/05/2019
Woodlands Street 83 (Blk 865),1,17/05/2019
Foo Kim Lin Road (Tropika East),2,17/05/2019
Jalan Eunos (Euhabitat),4,17/05/2019
Jalan Punai,6,17/05/2019
Jalan Rimau,5,17/05/2019
Jalan Singa (Singa Hills),1,17/05/2019
Teo Kim Eng Road,5,17/05/2019
Jalan Bangsawan,2,17/05/2019
Jalan Khairuddin,3,17/05/2019
Maria Avenue,5,17/05/2019
Siglap Road (Flamingo Valley),1,17/05/2019
Taman Siglap,4,17/05/2019
Terang Bulan Avenue,9,17/05/2019
Defu Avenue 2,3,17/05/2019
Defu Lane 3,16,17/05/2019
Defu Lane 4,3,17/05/2019
Woodlands Avenue 4 (Blk 610),1,17/05/2019
Woodlands Drive 42 (Blk 601),2,17/05/2019
Woodlands Drive 42 (Blk 602),2,17/05/2019
Woodlands Drive 42 (Blk 604),2,17/05/2019
Woodlands Ring Road (Blk 606),1,17/05/2019
Woodlands Ring Road (Blk 656),1,17/05/2019
Woodlands Ring Road (Blk 665),2,17/05/2019
Woodlands Ring Road (Blk 666),2,17/05/2019
Woodlands Ring Road (Blk 667),1,17/05/2019
Woodlands Drive 50 (Blk 898A),1,17/05/2019
Woodlands Drive 50 (Blk 898B),1,17/05/2019
Woodlands Drive 50 (Blk 899B),1,17/05/2019
Bedok Lane,2,17/05/2019
Bedok Road,4,17/05/2019
Bedok Walk,2,17/05/2019
Jalan Chempaka Puteh,2,17/05/2019
Tanah Merah Kechil Avenue (Casa Merah),1,17/05/2019
Tanah Merah Kechil Avenue (D'Manor),2,17/05/2019
Jalan Pelatina,6,17/05/2019
Taman Permata,6,17/05/2019
Changi Road,7,17/05/2019
Jalan Sayang,1,17/05/2019
Jalan Senyum,1,17/05/2019
Siglap Hill,1,17/05/2019
Yishun Avenue 6 (Blk 403),2,17/05/2019
Yishun Avenue 6 (Blk 406),3,17/05/2019
Yishun Avenue 11 (Blk 415),2,17/05/2019
Yishun Ring Road (Blk 402),2,17/05/2019
Yishun Ring Road (Blk 411),1,17/05/2019
Belimbing Avenue,1,17/05/2019
Jalan Wangi,2,17/05/2019
Kee Choe Avenue,3,17/05/2019
Lorong Kembang,1,17/05/2019
Siak Kew Avenue,1,17/05/2019
Wan Tho Avenue,1,17/05/2019
Guillemard Road,1,17/05/2019
Guillemard Road (Guillemard Suites),2,17/05/2019
Jalan Molek,3,17/05/2019
Lorong 22 Geylang,3,17/05/2019
Bedok North Avenue 1 (Blk 521),1,17/05/2019
Bedok North Avenue 1 (Blk 552),1,17/05/2019
Bedok North Avenue 2 (Blk 514),1,17/05/2019
Bedok North Avenue 2 (Blk 515),2,17/05/2019
Bedok North Avenue 2 (Blk 517),1,17/05/2019
Bedok North Avenue 2 (Blk 518),1,17/05/2019
Woodlands Drive 14 (Blk 502),1,17/05/2019
Woodlands Drive 14 (Blk 503),1,17/05/2019
Woodlands Drive 14 (Blk 504),3,17/05/2019
Woodlands Drive 14 (Blk 516),1,17/05/2019
Woodlands Drive 14 (Blk 520),2,17/05/2019
Cassia Crescent (Blk 28),1,17/05/2019
Cassia Crescent (Blk 52),1,17/05/2019
Cassia Crescent (Blk 54),1,17/05/2019
Cassia Crescent (Blk 56),3,17/05/2019
Pine Close (Blk 12),1,17/05/2019
Woodlands Crescent (Northoaks),2,17/05/2019
Woodlands Drive 72 (Woodsvale),3,17/05/2019
Woodlands Rise (Blk 784A),1,17/05/2019
Woodlands Rise (Blk 785A),1,17/05/2019
Chai Chee Street (Blk 50),1,17/05/2019
Chai Chee Street (Blk 52),2,17/05/2019
Chai Chee Street (Blk 53),1,17/05/2019
Chai Chee Street (Blk 54),2,17/05/2019
Bedok Reservoir View (Blk 762),1,17/05/2019
Bedok Reservoir View (Blk 763),1,17/05/2019
Bedok Reservoir View (Blk 765),1,17/05/2019
Bedok Reservoir View (The Clearwater),2,17/05/2019
Dido Street,1,17/05/2019
Metropole Drive,1,17/05/2019
Norma Terrace,1,17/05/2019
Rienzi Street,2,17/05/2019
Jalan Daud (The Heliconia),1,17/05/2019
Jalan Ishak,1,17/05/2019
Jln Ismail,1,17/05/2019
Lorong Marican,2,17/05/2019
Jurong West Street 52 (Blk 516),2,17/05/2019
Jurong West Street 52 (Blk 517C),2,17/05/2019
Jurong West Street 52 (Blk 517D),1,17/05/2019
Bedok Reservoir Road (Blk 125),1,17/05/2019
Jalan Damai (Blk 664),1,17/05/2019
Jalan Damai (Blk 665),1,17/05/2019
Jalan Damai (Blk 666),1,17/05/2019
Butterfly Avenue,1,17/05/2019
Chempaka Avenue,1,17/05/2019
Kenanga Avenue,1,17/05/2019
Kenanga Ave,1,17/05/2019
Hougang Avenue 8 (Blk 501),3,17/05/2019
Hougang Avenue 8 (Blk 506),1,17/05/2019
Hythe Road,3,17/05/2019
Worthing Road,1,17/05/2019
Joo Chiat Avenue,1,17/05/2019
Joo Chiat Place,2,17/05/2019
Joo Chiat Walk,1,17/05/2019
Tampines Street 41 (Blk 409),2,17/05/2019
Tampines Street 41 (Blk 412),2,17/05/2019
Bendemeer Road (Blk 38A),2,17/05/2019
Bendemeer Road (Blk 39A),1,17/05/2019
Changi Road,1,17/05/2019
Lorong 101 Changi,1,17/05/2019
Lorong 102 Changi,1,17/05/2019
Choa Chu Kang Avenue 2 (Blk 295),1,17/05/2019
Choa Chu Kang Avenue 2 (Blk 297),1,17/05/2019
Choa Chu Kang Avenue 3 (Blk 402),1,17/05/2019
Defu Lane 7,3,17/05/2019
Guillemard Cresent,1,17/05/2019
Guillemard Lane,1,17/05/2019
Jalan Lapang,1,17/05/2019
Waringin Park,2,17/05/2019
Lengkong Tiga,1,17/05/2019
Lengkong Tiga (Blk 108),1,17/05/2019
Lengkong Tiga (Blk 109),1,17/05/2019
Lorong 1 Toa Payoh (Blk 117),3,17/05/2019
Lorong K Telok Kurau,3,17/05/2019
Sembawang Close (Blk 321),1,17/05/2019
Sembawang Close (Blk 324),1,17/05/2019
Sembawang Close (Blk 330),1,17/05/2019
Yishun Avenue 4 (Blk 508B),1,17/05/2019
Yishun Avenue 4 (Blk 509A),1,17/05/2019
Yishun Street 81 (Blk 865),1,17/05/2019
Yishun Ring Road (Blk 352),1,17/05/2019
Yishun Ring Road (Blk 360),1,17/05/2019
Yishun Ring Road (Blk 363),1,17/05/2019
Ang Mo Kio Avenue 1 (Blk 304),1,17/05/2019
Ang Mo Kio Street 31 (Blk 309A),1,17/05/2019
Ang Mo Kio Avenue 3 (Blk 212),1,17/05/2019
Choa Chu Kang Central (Blk 210),1,17/05/2019
Choa Chu Kang Central (Blk 211),1,17/05/2019
Holland Avenue (Blk 2),2,17/05/2019
Hougang Avenue 3 (Blk 249),1,17/05/2019
Tampines Rd,1,17/05/2019
Huddington Avenue,1,17/05/2019
Kingswear Avenue,1,17/05/2019
Jalan Lanjut,1,17/05/2019
Jln Menarong,1,17/05/2019
Jalan Lepas,1,17/05/2019
Jalan Pelikat,1,17/05/2019
Jurong West Avenue 5 (Blk 721),1,17/05/2019
Jurong West Avenue 5 (Blk 722),1,17/05/2019
Lakeside Drive (Caspian),1,17/05/2019
Lakeside Drive (The Lakefront Residences),1,17/05/2019
Lorong 21A Geylang,1,17/05/2019
Lorong 23 Geylang,1,17/05/2019
Lorong K Telok Kurau (The Cristallo),1,17/05/2019
Lorong L Telok Kurau (Le Conney Park),1,17/05/2019
Old Choa Chu Kang Road,2,17/05/2019
Punggol Drive (Blk 638A),1,17/05/2019
Punggol Drive (Blk 642D),1,17/05/2019
Teck Whye Lane (Blk 133),1,17/05/2019
Teck Whye Lane (Blk 141),1,17/05/2019
Woodlands Avenue 5 (Bellewoods),1,17/05/2019
Woodlands Avenue 6 (Blk 626),1,17/05/2019
Woodlands Avenue 6 (Blk 723),1,22/05/2019
Woodlands Avenue 6 (Blk 788),10,22/05/2019
Woodlands Avenue 6 (Blk 789),4,22/05/2019
Woodlands Avenue 6 (Blk 790),13,22/05/2019
Woodlands Avenue 6 (Blk 791),5,22/05/2019
Woodlands Avenue 6 (Blk 792),4,22/05/2019
Woodlands Avenue 6 (Blk 793),2,22/05/2019
Woodlands Circle (Blk 721),1,22/05/2019
Woodlands Circle (Blk 726),1,22/05/2019
Woodlands Crescent (Blk 787B),5,22/05/2019
Woodlands Crescent (Blk 787D),4,22/05/2019
Woodlands Crescent (Blk 787E),4,22/05/2019
Woodlands Crescent (Blk 788B),1,22/05/2019
Woodlands Crescent (Blk 788C),1,22/05/2019
Woodlands Crescent (Blk 788D),3,22/05/2019
Woodlands Crescent (Blk 788E),1,22/05/2019
Woodlands Drive 60 (Blk 786B),2,22/05/2019
Woodlands Drive 60 (Blk 786D),1,22/05/2019
Woodlands Drive 72 (Blk 794),10,22/05/2019
Woodlands Drive 72 (Blk 795),2,22/05/2019
Woodlands Drive 72 (Blk 797),12,22/05/2019
Woodlands Drive 72 (Blk 798),19,22/05/2019
Woodlands Avenue 6 (Blk 678),1,22/05/2019
Woodlands Avenue 6 (Blk 693A),1,22/05/2019
Woodlands Drive 62 (Blk 681B),1,22/05/2019
Woodlands Drive 62 (Blk 681C),2,22/05/2019
Woodlands Drive 62 (Blk 681D),3,22/05/2019
Woodlands Drive 62 (Blk 682A),2,22/05/2019
Woodlands Drive 62 (Blk 682B),5,22/05/2019
Woodlands Drive 62 (Blk 683A),5,22/05/2019
Woodlands Drive 62 (Blk 683B),1,22/05/2019
Woodlands Drive 62 (Blk 683C),20,22/05/2019
Woodlands Drive 62 (Blk 683D),2,22/05/2019
Woodlands Drive 62 (Blk 684C),16,22/05/2019
Woodlands Drive 62 (Blk 694A),1,22/05/2019
Woodlands Drive 73 (Blk 682C),7,22/05/2019
Woodlands Drive 73 (Blk 682D),3,22/05/2019
Woodlands Drive 73 (Blk 684D),13,22/05/2019
Woodlands Drive 73 (Blk 685C),3,22/05/2019
Woodlands Drive 73 (Blk 686A),2,22/05/2019
Woodlands Drive 75 (Blk 688C),1,22/05/2019
Woodlands Drive 75 (Blk 690C),2,22/05/2019
Woodlands Drive 75 (Blk 690F),2,22/05/2019
Woodlands Ring Road (Blk 636),1,22/05/2019
Chai Chee Avenue (Blk 29A),1,22/05/2019
Chai Chee Drive (Blk 55),46,22/05/2019
Chai Chee Drive (Blk 56),12,22/05/2019
Chai Chee Drive (Blk 58),1,22/05/2019
Chai Chee Road (Blk 25),1,22/05/2019
Chai Chee Road (Blk 59),1,22/05/2019
Chai Chee Road (Blk 61),5,22/05/2019
Chai Chee Road (Blk 62),1,22/05/2019
Chai Chee Road (Blk 63),5,22/05/2019
Chai Chee Road (Blk 803),1,22/05/2019
Chai Chee Street,1,22/05/2019
Guillemard Road,2,22/05/2019
Geylang Road,1,22/05/2019
Lorong 6 Geylang,1,22/05/2019
Lorong 8 Geylang,2,22/05/2019
Lorong 12 Geylang,4,22/05/2019
Lorong 14 Geylang,1,22/05/2019
Lorong 14 Geylang (Wing Fong Court),1,22/05/2019
Lorong 19 Geylang,1,22/05/2019
Lorong 20 Geylang,9,22/05/2019
Lorong 20 Geylang (#1 Suites),2,22/05/2019
Lorong 20 Geylang (Treasures@G20),1,22/05/2019
Lorong 22 Geylang,9,22/05/2019
Lorong 23 Geylang,4,22/05/2019
Westerhout Road,5,22/05/2019
Bedok Reservoir Road (Blk 103),1,22/05/2019
Foo Kim Lin Road (Tropika East),3,22/05/2019
Jalan Eunos (Euhabitat),5,22/05/2019
Jalan Eunos (Eunos Mansion),1,22/05/2019
Jalan Punai,8,22/05/2019
Jalan Rimau,5,22/05/2019
Jalan Singa (Singa Hills),1,22/05/2019
Teo Kim Eng Road,5,22/05/2019
Woodlands Avenue 4 (Blk 844),4,22/05/2019
Woodlands Street 82 (Blk 817),1,22/05/2019
Woodlands Street 82 (Blk 839),1,22/05/2019
Woodlands Street 82 (Blk 842),1,22/05/2019
Woodlands Street 82 (Blk 847),1,22/05/2019
Woodlands Street 82 (Blk 850),2,22/05/2019
Woodlands Street 83 (Blk 831),1,22/05/2019
Woodlands Street 83 (Blk 832),1,22/05/2019
Woodlands Street 83 (Blk 834),7,22/05/2019
Woodlands Street 83 (Blk 835),4,22/05/2019
Woodlands Street 83 (Blk 854),1,22/05/2019
Woodlands Street 83 (Blk 865),1,22/05/2019
Woodlands Street 83 (Blk 867),1,22/05/2019
Woodlands Avenue 4 (Blk 610),1,22/05/2019
Woodlands Drive 40 (Blk 705),1,22/05/2019
Woodlands Drive 42 (Blk 601),2,22/05/2019
Woodlands Drive 42 (Blk 602),2,22/05/2019
Woodlands Drive 42 (Blk 604),2,22/05/2019
Woodlands Drive 50 (Blk 898A),1,22/05/2019
Woodlands Drive 50 (Blk 898B),1,22/05/2019
Woodlands Drive 50 (Blk 899B),1,22/05/2019
Woodlands Drive 50 (Blk 899C),1,22/05/2019
Woodlands Ring Road (Blk 606),1,22/05/2019
Woodlands Ring Road (Blk 607),3,22/05/2019
Woodlands Ring Road (Blk 656),1,22/05/2019
Woodlands Ring Road (Blk 665),2,22/05/2019
Woodlands Ring Road (Blk 669),4,22/05/2019
Jalan Bangsawan,2,22/05/2019
Jalan Khairuddin,3,22/05/2019
Maria Avenue,6,22/05/2019
Siglap Road (Flamingo Valley),1,22/05/2019
Taman Siglap,4,22/05/2019
Terang Bulan Avenue,9,22/05/2019
Defu Avenue 2,5,22/05/2019
Defu Lane 3,16,22/05/2019
Defu Lane 4,3,22/05/2019
Jalan Lembah Thomson,1,22/05/2019
Jalan Pelatina,9,22/05/2019
Taman Permata,11,22/05/2019
Bedok Lane,2,22/05/2019
Bedok Road,4,22/05/2019
Bedok Walk,2,22/05/2019
Jalan Chempaka Puteh,2,22/05/2019
Tanah Merah Kechil Avenue (Casa Merah),1,22/05/2019
Tanah Merah Kechil Avenue (D'Manor),2,22/05/2019
Angsana Avenue,1,22/05/2019
Belimbing Avenue,2,22/05/2019
Jalan Wangi,2,22/05/2019
Kee Choe Avenue,3,22/05/2019
Lorong Kembang,1,22/05/2019
Siak Kew Avenue,1,22/05/2019
Yishun Avenue 6 (Blk 406),3,22/05/2019
Yishun Avenue 11 (Blk 415),2,22/05/2019
Yishun Ring Road (Blk 402),3,22/05/2019
Yishun Ring Road (Blk 411),1,22/05/2019
Changi Road,7,22/05/2019
Jalan Sayang,1,22/05/2019
Jalan Senyum,1,22/05/2019
Siglap Hill,1,22/05/2019
Guillemard Road,1,22/05/2019
Guillemard Road (Guillemard Suites),2,22/05/2019
Jalan Molek,3,22/05/2019
Jalan Suka,1,22/05/2019
Lorong 22 Geylang,3,22/05/2019
Woodlands Drive 14 (Blk 501),1,22/05/2019
Woodlands Drive 14 (Blk 502),1,22/05/2019
Woodlands Drive 14 (Blk 503),1,22/05/2019
Woodlands Drive 14 (Blk 504),3,22/05/2019
Woodlands Drive 14 (Blk 516),1,22/05/2019
Woodlands Drive 14 (Blk 520),2,22/05/2019
Woodlands Drive 14 (Blk 525),1,22/05/2019
Cassia Crescent (Blk 28),1,22/05/2019
Cassia Crescent (Blk 30),1,22/05/2019
Cassia Crescent (Blk 52),1,22/05/2019
Cassia Crescent (Blk 56),3,22/05/2019
Pine Close (Blk 12),2,22/05/2019
Woodlands Crescent (Northoaks),2,22/05/2019
Woodlands Drive 72 (Woodsvale),4,22/05/2019
Woodlands Rise (Blk 784A),1,22/05/2019
Woodlands Rise (Blk 785A),1,22/05/2019
Woodlands Rise (Blk 785D),1,22/05/2019
Bedok North Avenue 1 (Blk 521),1,22/05/2019
Bedok North Avenue 1 (Blk 552),1,22/05/2019
Bedok North Avenue 2 (Blk 514),1,22/05/2019
Bedok North Avenue 2 (Blk 515),2,22/05/2019
Bedok North Avenue 2 (Blk 517),1,22/05/2019
Bedok North Avenue 2 (Blk 518),1,22/05/2019
Bedok North Street 3 (Blk 554),1,22/05/2019
Dido Street,3,22/05/2019
Metropole Drive,1,22/05/2019
Norma Terrace,1,22/05/2019
Rienzi Street,3,22/05/2019
Choa Chu Kang Avenue 3 (Blk 406),1,22/05/2019
Choa Chu Kang Avenue 4 (Blk 418),1,22/05/2019
Choa Chu Kang Avenue 4 (Blk 424),1,22/05/2019
Choa Chu Kang Avenue 4 (Blk 425),2,22/05/2019
Choa Chu Kang Central (Blk 355),1,22/05/2019
Chai Chee Street (Blk 50),1,22/05/2019
Chai Chee Street (Blk 52),2,22/05/2019
Chai Chee Street (Blk 53),1,22/05/2019
Chai Chee Street (Blk 54),2,22/05/2019
Hougang Avenue 8 (Blk 501),3,22/05/2019
Hougang Avenue 8 (Blk 502),1,22/05/2019
Hougang Avenue 8 (Blk 506),2,22/05/2019
Jurong West Street 52 (Blk 516),2,22/05/2019
Jurong West Street 52 (Blk 517C),2,22/05/2019
Jurong West Street 52 (Blk 517D),2,22/05/2019
Bedok Reservoir View (Blk 762),1,22/05/2019
Bedok Reservoir View (Blk 763),1,22/05/2019
Bedok Reservoir View (The Clearwater),2,22/05/2019
Butterfly Avenue,1,22/05/2019
Chempaka Avenue,1,22/05/2019
Kenanga Avenue,1,22/05/2019
Lichi Avenue,1,22/05/2019
Mulberry Avenue,1,22/05/2019
Cowdray Avenue,1,22/05/2019
Huddington Avenue,2,22/05/2019
Kingswear Avenue,1,22/05/2019
Travistock Avenue,1,22/05/2019
Jalan Daud (The Heliconia),1,22/05/2019
Jalan Ishak,1,22/05/2019
Jalan Ismail,1,22/05/2019
Lorong Marican,2,22/05/2019
Joo Chiat Avenue,1,22/05/2019
Joo Chiat Place,2,22/05/2019
Joo Chiat Walk,1,22/05/2019
Lorong K Telok Kurau,1,22/05/2019
Lakeside Drive (Caspian),4,22/05/2019
Lakeside Drive (The Lakefront Residences),1,22/05/2019
Bedok Reservoir Road (Blk 125),1,22/05/2019
Jalan Damai (Blk 664),1,22/05/2019
Jalan Damai (Blk 665),1,22/05/2019
Jalan Damai (Blk 666),1,22/05/2019
Changi Road,1,22/05/2019
Hougang Avenue 1 (Blk 111),1,22/05/2019
Jalan Lepas,1,22/05/2019
Jalan Pelikat,1,22/05/2019
Jalan Pelikat (The Promenade@Pelikat),1,22/05/2019
Hythe Road,3,22/05/2019
Worthing Road,1,22/05/2019
Lorong K Telok Kurau,3,22/05/2019
Lorong K Telok Kurau (La VIDA @ 130),1,22/05/2019
Ubi Avenue 1 (Blk 313),1,22/05/2019
Ubi Avenue 1 (Blk 319),1,22/05/2019
Ubi Avenue 1 (Blk 323),1,22/05/2019
Ubi Avenue 1 (Blk 334),1,22/05/2019
Yishun Ring Road (Blk 352),1,22/05/2019
Yishun Ring Road (Blk 354),1,22/05/2019
Yishun Ring Road (Blk 360),1,22/05/2019
Yishun Ring Road (Blk 363),1,22/05/2019
Bedok Reservoir Road (Blk 109),1,22/05/2019
Bedok Reservoir Road (Blk 110),1,22/05/2019
Bedok Reservoir Road (Blk 114),1,22/05/2019
Defu Lane 7,3,22/05/2019
Mountbatten Road,1,22/05/2019
Hougang Avenue 5 (Blk 320),1,22/05/2019
Hougang Avenue 7 (Blk 325),2,22/05/2019
Jalan Chermat,1,22/05/2019
Lorong Lew Lian (Blk 3),1,22/05/2019
Lorong Lew Lian (Blk 6),1,22/05/2019
Jurong East Street 24 (Blk 246),2,22/05/2019
Jurong East Street 24 (Blk 250),1,22/05/2019
Lengkong Tiga,1,22/05/2019
Lengkong Tiga (Blk 108),1,22/05/2019
Lengkong Tiga (Blk 109),1,22/05/2019
Lorong 1 Toa Payoh (Blk 117),3,22/05/2019
Teck Whye Lane (Blk 112),1,22/05/2019
Teck Whye Lane (Blk 113),1,22/05/2019
Teck Whye Lane (Blk 115),1,22/05/2019
Wellington Circle (Blk 508C),3,22/05/2019
Ang Mo Kio Avenue 1 (Blk 304),1,22/05/2019
Ang Mo Kio Street 31 (Blk 309A),1,22/05/2019
Ang Mo Kio Avenue 3 (Blk 210),1,22/05/2019
Ang Mo Kio Avenue 3 (Blk 212),1,22/05/2019
Choa Chu Kang Central (Blk 211),1,22/05/2019
Fajar Road (Blk 403),1,22/05/2019
Saujana Road (Blk 413),1,22/05/2019
Geylang East Avenue 2 (Simsville),2,22/05/2019
Gloucester Road (Blk 9),2,22/05/2019
Jalan Lanjut,1,22/05/2019
Jalan Menarong,1,22/05/2019
Jalan Leban,2,22/05/2019
Lorong 21A Geylang,1,22/05/2019
Lorong 23 Geylang,1,22/05/2019
Lorong K Telok Kurau (The Cristallo),1,22/05/2019
Lorong L Telok Kurau (Le Conney Park),1,22/05/2019
Pasir Ris Street 52 (Blk 502),1,22/05/2019
Pasir Ris Street 53 (Blk 585),1,22/05/2019
Punggol Drive (Blk 638A),1,22/05/2019
Punggol Drive (Blk 642D),1,22/05/2019
Teck Whye Lane (Blk 133),1,22/05/2019
Teck Whye Lane (Blk 141),1,22/05/2019
Upper Boon Keng Road (Blk 2D),1,22/05/2019
Woodlands Avenue 6 (Blk 723),1,24/05/2019
Woodlands Avenue 6 (Blk 788),10,24/05/2019
Woodlands Avenue 6 (Blk 789),4,24/05/2019
Woodlands Avenue 6 (Blk 790),13,24/05/2019
Woodlands Avenue 6 (Blk 791),5,24/05/2019
Woodlands Avenue 6 (Blk 792),4,24/05/2019
Woodlands Avenue 6 (Blk 793),2,24/05/2019
Woodlands Circle (Blk 721),1,24/05/2019
Woodlands Circle (Blk 726),2,24/05/2019
Woodlands Circle (Blk 727),2,24/05/2019
Woodlands Crescent (Blk 787B),5,24/05/2019
Woodlands Crescent (Blk 787D),4,24/05/2019
Woodlands Crescent (Blk 787E),4,24/05/2019
Woodlands Crescent (Blk 788B),1,24/05/2019
Woodlands Crescent (Blk 788C),1,24/05/2019
Woodlands Crescent (Blk 788D),5,24/05/2019
Woodlands Crescent (Blk 788E),2,24/05/2019
Woodlands Drive 60 (Blk 786B),2,24/05/2019
Woodlands Drive 60 (Blk 786D),1,24/05/2019
Woodlands Drive 72 (Blk 794),10,24/05/2019
Woodlands Drive 72 (Blk 796),20,24/05/2019
Woodlands Drive 72 (Blk 797),13,24/05/2019
Woodlands Drive 72 (Blk 798),19,24/05/2019
Woodlands Avenue 6 (Blk 678),1,24/05/2019
Woodlands Avenue 6 (Blk 679),3,24/05/2019
Woodlands Avenue 6 (Blk 693A),1,24/05/2019
Woodlands Drive 62 (Blk 681B),1,24/05/2019
Woodlands Drive 62 (Blk 681C),2,24/05/2019
Woodlands Drive 62 (Blk 681D),3,24/05/2019
Woodlands Drive 62 (Blk 682A),2,24/05/2019
Woodlands Drive 62 (Blk 682B),5,24/05/2019
Woodlands Drive 62 (Blk 683A),5,24/05/2019
Woodlands Drive 62 (Blk 683B),1,24/05/2019
Woodlands Drive 62 (Blk 683C),20,24/05/2019
Woodlands Drive 62 (Blk 683D),2,24/05/2019
Woodlands Drive 62 (Blk 684C),19,24/05/2019
Woodlands Drive 62 (Blk 694A),1,24/05/2019
Woodlands Drive 73 (Blk 682C),7,24/05/2019
Woodlands Drive 73 (Blk 682D),3,24/05/2019
Woodlands Drive 73 (Blk 684D),13,24/05/2019
Woodlands Drive 75 (Blk 687A),2,24/05/2019
Woodlands Drive 75 (Blk 687B),2,24/05/2019
Woodlands Drive 75 (Blk 688C),1,24/05/2019
Woodlands Drive 75 (Blk 688D),1,24/05/2019
Woodlands Drive 75 (Blk 689B),1,24/05/2019
Woodlands Drive 75 (Blk 690C),2,24/05/2019
Woodlands Drive 75 (Blk 690F),2,24/05/2019
Woodlands Ring Road (Blk 636),1,24/05/2019
Chai Chee Avenue (Blk 29A),1,24/05/2019
Chai Chee Drive (Blk 55),49,24/05/2019
Chai Chee Drive (Blk 56),14,24/05/2019
Chai Chee Drive (Blk 58),1,24/05/2019
Chai Chee Road (Blk 22),1,24/05/2019
Chai Chee Road (Blk 24),1,24/05/2019
Chai Chee Road (Blk 25),1,24/05/2019
Chai Chee Road (Blk 59),1,24/05/2019
Chai Chee Road (Blk 61),5,24/05/2019
Chai Chee Road (Blk 62),1,24/05/2019
Chai Chee Road (Blk 63),5,24/05/2019
Chai Chee Street,1,24/05/2019
Geylang Road,2,24/05/2019
Guillemard Road,2,24/05/2019
Lorong 6 Geylang,2,24/05/2019
Lorong 8 Geylang,2,24/05/2019
Lorong 12 Geylang,4,24/05/2019
Lorong 14 Geylang,3,24/05/2019
Lorong 14 Geylang (Wing Fong Court),1,24/05/2019
Lorong 16 Geylang,5,24/05/2019
Lorong 19 Geylang,1,24/05/2019
Lorong 20 Geylang,9,24/05/2019
Lorong 20 Geylang (#1 Suites),2,24/05/2019
Lorong 20 Geylang (Treasures@G20),1,24/05/2019
Lorong 22 Geylang,9,24/05/2019
Lorong 23 Geylang,4,24/05/2019
Sims Avenue,1,24/05/2019
Westerhout Road,6,24/05/2019
Bedok Reservoir Road (Blk 103),1,24/05/2019
Foo Kim Lin Road (Tropika East),3,24/05/2019
Jalan Eunos (Euhabitat),5,24/05/2019
Jalan Eunos (Eunos Mansion),1,24/05/2019
Jalan Punai,9,24/05/2019
Jalan Rimau,6,24/05/2019
Jalan Singa (Singa Hills),1,24/05/2019
Teo Kim Eng Road,5,24/05/2019
Jalan Lembah Thomson,2,24/05/2019
Taman Permata,14,24/05/2019
Thomson Ridge,1,24/05/2019
Upper Thomson Road (Lakeview),1,24/05/2019
Woodlands Avenue 4 (Blk 610),1,24/05/2019
Woodlands Drive 42 (Blk 601),2,24/05/2019
Woodlands Drive 42 (Blk 602),2,24/05/2019
Woodlands Drive 42 (Blk 604),2,24/05/2019
Woodlands Drive 50 (Blk 898A),1,24/05/2019
Woodlands Drive 50 (Blk 898B),1,24/05/2019
Woodlands Drive 50 (Blk 899B),1,24/05/2019
Woodlands Drive 50 (Blk 899C),1,24/05/2019
Woodlands Ring Road (Blk 606),1,24/05/2019
Woodlands Ring Road (Blk 607),3,24/05/2019
Woodlands Ring Road (Blk 652),1,24/05/2019
Woodlands Ring Road (Blk 656),1,24/05/2019
Woodlands Ring Road (Blk 658),1,24/05/2019
Woodlands Ring Road (Blk 665),2,24/05/2019
Woodlands Ring Road (Blk 666),2,24/05/2019
Woodlands Ring Road (Blk 669),4,24/05/2019
Woodlands Avenue 4 (Blk 844),4,24/05/2019
Woodlands Street 82 (Blk 817),1,24/05/2019
Woodlands Street 82 (Blk 839),1,24/05/2019
Woodlands Street 82 (Blk 842),1,24/05/2019
Woodlands Street 82 (Blk 847),1,24/05/2019
Woodlands Street 82 (Blk 850),2,24/05/2019
Woodlands Street 83 (Blk 831),1,24/05/2019
Woodlands Street 83 (Blk 832),1,24/05/2019
Woodlands Street 83 (Blk 833),1,24/05/2019
Woodlands Street 83 (Blk 834),7,24/05/2019
